timestamp,missing_values_method,smoothing_method,normalization_method,categorical_encoding,model_name,split_percentage,cv_folds,tuning_time_seconds,mae,mse,rmse,r2
2025-11-28T11:20:59.331601,Drop Rows,,,,NuSVR,0.7,3,7.358426570892334,1.8335276684139798,5.762135569428897,2.400444869066752,0.5875664697702417
2025-11-28T11:24:58.235924,Drop Rows,,,,ExtraTreesRegressor,0.7,3,165.17138290405273,2.4304735881488364,8.83977043241292,2.9731751432455034,0.367280120029865
2025-11-28T11:26:08.504704,Drop Rows,,,,ExtraTreesRegressor,0.7,4,165.17138290405273,2.4304735881488364,8.83977043241292,2.9731751432455034,0.367280120029865
2025-11-28T11:26:26.716184,Drop Rows,,,,SVR,0.7,4,9.188521385192871,1.6730554348157984,5.12358168628092,2.263533009761713,0.633271925515835
2025-11-28T11:41:50.647347,Drop Rows,,,,XGBRegressor,0.7,4,12.539541244506836,1.2594759013606054,3.1233381728421805,1.7672968547593186,0.7764423670347038
